"","variable","activity","subject","mean"
"426","tBodyGyroJerk-std-Z","LAYING","7",-0.988871878269231
"427","tBodyAccMag-mean","LAYING","7",-0.936392023846154
"428","tBodyAccMag-std","LAYING","7",-0.907039513153846
"429","tGravityAccMag-mean","LAYING","7",-0.936392023846154
"430","tGravityAccMag-std","LAYING","7",-0.907039513153846
"431","tBodyAccJerkMag-mean","LAYING","7",-0.980127239615385
"432","tBodyAccJerkMag-std","LAYING","7",-0.967310932307692
"433","tBodyGyroMag-mean","LAYING","7",-0.915793634807692
"434","tBodyGyroMag-std","LAYING","7",-0.918662459038462
"435","tBodyGyroJerkMag-mean","LAYING","7",-0.983008829038462
"436","tBodyGyroJerkMag-std","LAYING","7",-0.971205137884615
"437","fBodyAcc-mean-X","LAYING","7",-0.953424245576923
"438","fBodyAcc-mean-Y","LAYING","7",-0.942193953846154
"439","fBodyAcc-mean-Z","LAYING","7",-0.958611644615385
"440","fBodyAcc-std-X","LAYING","7",-0.931120580576923
"441","fBodyAcc-std-Y","LAYING","7",-0.922917902307692
"442","fBodyAcc-std-Z","LAYING","7",-0.953380646346154
"443","fBodyAccJerk-mean-X","LAYING","7",-0.980393046923077
"444","fBodyAccJerk-mean-Y","LAYING","7",-0.972531648846154
"445","fBodyAccJerk-mean-Z","LAYING","7",-0.969524977692308
"446","fBodyAccJerk-std-X","LAYING","7",-0.983560175384615
"447","fBodyAccJerk-std-Y","LAYING","7",-0.975886145
"448","fBodyAccJerk-std-Z","LAYING","7",-0.975072995192308
"449","fBodyGyro-mean-X","LAYING","7",-0.953684547692308
"450","fBodyGyro-mean-Y","LAYING","7",-0.957570207692308
"451","fBodyGyro-mean-Z","LAYING","7",-0.956905310961538
"452","fBodyGyro-std-X","LAYING","7",-0.962348254423077
"453","fBodyGyro-std-Y","LAYING","7",-0.939727873653846
"454","fBodyGyro-std-Z","LAYING","7",-0.9588764125
"455","fBodyAccMag-mean","LAYING","7",-0.927976880634615
"456","fBodyAccMag-std","LAYING","7",-0.910542462919231
"457","fBodyBodyAccJerkMag-mean","LAYING","7",-0.968066259230769
"458","fBodyBodyAccJerkMag-std","LAYING","7",-0.965359228076923
"459","fBodyBodyGyroMag-mean","LAYING","7",-0.941130719230769
"460","fBodyBodyGyroMag-std","LAYING","7",-0.918892518653846
"461","fBodyBodyGyroJerkMag-mean","LAYING","7",-0.974117912115385
"462","fBodyBodyGyroJerkMag-std","LAYING","7",-0.969403035384615
"463","tBodyAcc-mean-X","LAYING","8",0.261254282907407
"464","tBodyAcc-mean-Y","LAYING","8",-0.0212281733881481
"465","tBodyAcc-mean-Z","LAYING","8",-0.102245365611111
"466","tBodyAcc-std-X","LAYING","8",-0.94304121537037
"467","tBodyAcc-std-Y","LAYING","8",-0.93489116
"468","tBodyAcc-std-Z","LAYING","8",-0.932491454407407
"469","tGravityAcc-mean-X","LAYING","8",-0.405930036111111
"470","tGravityAcc-mean-Y","LAYING","8",0.589922434814815
"471","tGravityAcc-mean-Z","LAYING","8",0.719831539259259
"472","tGravityAcc-std-X","LAYING","8",-0.918873192333333
"473","tGravityAcc-std-Y","LAYING","8",-0.957990036481482
"474","tGravityAcc-std-Z","LAYING","8",-0.94183626337037
"475","tBodyAccJerk-mean-X","LAYING","8",0.0878326902592593
"476","tBodyAccJerk-mean-Y","LAYING","8",0.0233299159137037
"477","tBodyAccJerk-mean-Z","LAYING","8",-0.0169218791344444
"478","tBodyAccJerk-std-X","LAYING","8",-0.973253042222222
"479","tBodyAccJerk-std-Y","LAYING","8",-0.976520952037037
"480","tBodyAccJerk-std-Z","LAYING","8",-0.96608757462963
"481","tBodyGyro-mean-X","LAYING","8",0.00535361206851852
"482","tBodyGyro-mean-Y","LAYING","8",-0.0891374138592593
"483","tBodyGyro-mean-Z","LAYING","8",0.13818830737037
"484","tBodyGyro-std-X","LAYING","8",-0.965204017592593
"485","tBodyGyro-std-Y","LAYING","8",-0.952039385740741
"486","tBodyGyro-std-Z","LAYING","8",-0.96758975462963
"487","tBodyGyroJerk-mean-X","LAYING","8",-0.106445008314815
"488","tBodyGyroJerk-mean-Y","LAYING","8",-0.0389735198722222
"489","tBodyGyroJerk-mean-Z","LAYING","8",-0.0694123150925926
"490","tBodyGyroJerk-std-X","LAYING","8",-0.969924077407407
"491","tBodyGyroJerk-std-Y","LAYING","8",-0.974186451851852
"492","tBodyGyroJerk-std-Z","LAYING","8",-0.987601203703704
"493","tBodyAccMag-mean","LAYING","8",-0.935308633888889
"494","tBodyAccMag-std","LAYING","8",-0.91325033
"495","tGravityAccMag-mean","LAYING","8",-0.935308633888889
"496","tGravityAccMag-std","LAYING","8",-0.91325033
"497","tBodyAccJerkMag-mean","LAYING","8",-0.97314748962963
"498","tBodyAccJerkMag-std","LAYING","8",-0.962954517222222
"499","tBodyGyroMag-mean","LAYING","8",-0.924253348518518
"500","tBodyGyroMag-std","LAYING","8",-0.932470764444444
"501","tBodyGyroJerkMag-mean","LAYING","8",-0.978438191296296
"502","tBodyGyroJerkMag-std","LAYING","8",-0.969029111666667
"503","fBodyAcc-mean-X","LAYING","8",-0.953538563888889
"504","fBodyAcc-mean-Y","LAYING","8",-0.951816663703704
"505","fBodyAcc-mean-Z","LAYING","8",-0.944269514074074
"506","fBodyAcc-std-X","LAYING","8",-0.940125298333333
"507","fBodyAcc-std-Y","LAYING","8",-0.931236756962963
"508","fBodyAcc-std-Z","LAYING","8",-0.931146497518519
"509","fBodyAccJerk-mean-X","LAYING","8",-0.973110596111111
"510","fBodyAccJerk-mean-Y","LAYING","8",-0.975877437407407
"511","fBodyAccJerk-mean-Z","LAYING","8",-0.962111136666667
"512","fBodyAccJerk-std-X","LAYING","8",-0.975959911481481
"513","fBodyAccJerk-std-Y","LAYING","8",-0.979170881666667
"514","fBodyAccJerk-std-Z","LAYING","8",-0.968699222962963
"515","fBodyGyro-mean-X","LAYING","8",-0.957903886111111
"516","fBodyGyro-mean-Y","LAYING","8",-0.957411160185185
"517","fBodyGyro-mean-Z","LAYING","8",-0.967461239074074
"518","fBodyGyro-std-X","LAYING","8",-0.967846360740741
"519","fBodyGyro-std-Y","LAYING","8",-0.950316470925926
"520","fBodyGyro-std-Z","LAYING","8",-0.970671966481481
"521","fBodyAccMag-mean","LAYING","8",-0.932279645518518
"522","fBodyAccMag-std","LAYING","8",-0.917257979425926
"523","fBodyBodyAccJerkMag-mean","LAYING","8",-0.961792852407407
"524","fBodyBodyAccJerkMag-std","LAYING","8",-0.963791094259259
"525","fBodyBodyGyroMag-mean","LAYING","8",-0.944528950555556
"526","fBodyBodyGyroMag-std","LAYING","8",-0.93678697
"527","fBodyBodyGyroJerkMag-mean","LAYING","8",-0.968403945925926
"528","fBodyBodyGyroJerkMag-std","LAYING","8",-0.971793279814815
"529","tBodyAcc-mean-X","LAYING","9",0.2591955368
"530","tBodyAcc-mean-Y","LAYING","9",-0.020526821662
"531","tBodyAcc-mean-Z","LAYING","9",-0.10754972144
"532","tBodyAcc-std-X","LAYING","9",-0.94233309
"533","tBodyAcc-std-Y","LAYING","9",-0.9162927764
"534","tBodyAcc-std-Z","LAYING","9",-0.9407072854
"535","tGravityAcc-mean-X","LAYING","9",-0.5802528348
"536","tGravityAcc-mean-Y","LAYING","9",-0.1191541962
"537","tGravityAcc-mean-Z","LAYING","9",0.9578730416
"538","tGravityAcc-std-X","LAYING","9",-0.9218210626
"539","tGravityAcc-std-Y","LAYING","9",-0.9699944882
"540","tGravityAcc-std-Z","LAYING","9",-0.9712046902
"541","tBodyAccJerk-mean-X","LAYING","9",0.08807344764
"542","tBodyAccJerk-mean-Y","LAYING","9",0.011561732718
"543","tBodyAccJerk-mean-Z","LAYING","9",-0.0070536778584
"544","tBodyAccJerk-std-X","LAYING","9",-0.9647404702
"545","tBodyAccJerk-std-Y","LAYING","9",-0.9639966798
"546","tBodyAccJerk-std-Z","LAYING","9",-0.958562455
"547","tBodyGyro-mean-X","LAYING","9",-0.013632036148
"548","tBodyGyro-mean-Y","LAYING","9",-0.15890291983
"549","tBodyGyro-mean-Z","LAYING","9",0.101275010682
"550","tBodyGyro-std-X","LAYING","9",-0.9422465098
"551","tBodyGyro-std-Y","LAYING","9",-0.9266185314
"552","tBodyGyro-std-Z","LAYING","9",-0.9615953704
"553","tBodyGyroJerk-mean-X","LAYING","9",-0.10384667982
"554","tBodyGyroJerk-mean-Y","LAYING","9",-0.027552256948
"555","tBodyGyroJerk-mean-Z","LAYING","9",-0.0569490475
"556","tBodyGyroJerk-std-X","LAYING","9",-0.945329035
"557","tBodyGyroJerk-std-Y","LAYING","9",-0.9621702422
"558","tBodyGyroJerk-std-Z","LAYING","9",-0.9770761602
"559","tBodyAccMag-mean","LAYING","9",-0.9308684376
"560","tBodyAccMag-std","LAYING","9",-0.91512680016
"561","tGravityAccMag-mean","LAYING","9",-0.9308684376
"562","tGravityAccMag-std","LAYING","9",-0.91512680016
"563","tBodyAccJerkMag-mean","LAYING","9",-0.9633745492
"564","tBodyAccJerkMag-std","LAYING","9",-0.9550268052
"565","tBodyGyroMag-mean","LAYING","9",-0.9071250998
"566","tBodyGyroMag-std","LAYING","9",-0.8985578738
"567","tBodyGyroJerkMag-mean","LAYING","9",-0.964524819
"568","tBodyGyroJerkMag-std","LAYING","9",-0.9528015598
"569","fBodyAcc-mean-X","LAYING","9",-0.946865494
"570","fBodyAcc-mean-Y","LAYING","9",-0.9343665984
"571","fBodyAcc-mean-Z","LAYING","9",-0.9459190006
"572","fBodyAcc-std-X","LAYING","9",-0.9409810272
"573","fBodyAcc-std-Y","LAYING","9",-0.9128367508
"574","fBodyAcc-std-Z","LAYING","9",-0.9419711636
"575","fBodyAccJerk-mean-X","LAYING","9",-0.964304065
"576","fBodyAccJerk-mean-Y","LAYING","9",-0.9640828062
"577","fBodyAccJerk-mean-Z","LAYING","9",-0.955909215
"578","fBodyAccJerk-std-X","LAYING","9",-0.9686013042
"579","fBodyAccJerk-std-Y","LAYING","9",-0.966634136
"580","fBodyAccJerk-std-Z","LAYING","9",-0.9597147176
"581","fBodyGyro-mean-X","LAYING","9",-0.930297921
"582","fBodyGyro-mean-Y","LAYING","9",-0.9345796594
"583","fBodyGyro-mean-Z","LAYING","9",-0.9598150092
"584","fBodyGyro-std-X","LAYING","9",-0.9463891504
"585","fBodyGyro-std-Y","LAYING","9",-0.9231319366
"586","fBodyGyro-std-Z","LAYING","9",-0.965686312
"587","fBodyAccMag-mean","LAYING","9",-0.9266042952
"588","fBodyAccMag-std","LAYING","9",-0.921929738394
"589","fBodyBodyAccJerkMag-mean","LAYING","9",-0.9543205856
"590","fBodyBodyAccJerkMag-std","LAYING","9",-0.9550947122
"591","fBodyBodyGyroMag-mean","LAYING","9",-0.9186053356
"592","fBodyBodyGyroMag-std","LAYING","9",-0.9034005814
"593","fBodyBodyGyroJerkMag-mean","LAYING","9",-0.9558062546
"594","fBodyBodyGyroJerkMag-std","LAYING","9",-0.9522904702
"595","tBodyAcc-mean-X","LAYING","10",0.280230574137931
"596","tBodyAcc-mean-Y","LAYING","10",-0.024294484137931
"597","tBodyAcc-mean-Z","LAYING","10",-0.117168642362069
"598","tBodyAcc-std-X","LAYING","10",-0.968283685
"599","tBodyAcc-std-Y","LAYING","10",-0.946454302068966
"600","tBodyAcc-std-Z","LAYING","10",-0.95947148637931
"601","tGravityAcc-mean-X","LAYING","10",-0.453069737586207
"602","tGravityAcc-mean-Y","LAYING","10",-0.139297681034483
"603","tGravityAcc-mean-Z","LAYING","10",-0.031121624137931
"604","tGravityAcc-std-X","LAYING","10",-0.954531941896552
"605","tGravityAcc-std-Y","LAYING","10",-0.966701156034483
"606","tGravityAcc-std-Z","LAYING","10",-0.963045642431035
"607","tBodyAccJerk-mean-X","LAYING","10",0.073815064487931
"608","tBodyAccJerk-mean-Y","LAYING","10",0.015698997097069
"609","tBodyAccJerk-mean-Z","LAYING","10",0.00716689586275862
"610","tBodyAccJerk-std-X","LAYING","10",-0.978007466724138
"611","tBodyAccJerk-std-Y","LAYING","10",-0.966930793448276
"612","tBodyAccJerk-std-Z","LAYING","10",-0.976256662586207
"613","tBodyGyro-mean-X","LAYING","10",-0.019555937162069
"614","tBodyGyro-mean-Y","LAYING","10",-0.0770325657265517
"615","tBodyGyro-mean-Z","LAYING","10",0.104720478344828
"616","tBodyGyro-std-X","LAYING","10",-0.961713199827586
"617","tBodyGyro-std-Y","LAYING","10",-0.953660207586207
"618","tBodyGyro-std-Z","LAYING","10",-0.971940597413793
"619","tBodyGyroJerk-mean-X","LAYING","10",-0.100308254413793
"620","tBodyGyroJerk-mean-Y","LAYING","10",-0.0388797920413793
"621","tBodyGyroJerk-mean-Z","LAYING","10",-0.0590744912758621
"622","tBodyGyroJerk-std-X","LAYING","10",-0.965900578103448
"623","tBodyGyroJerk-std-Y","LAYING","10",-0.966621040344828
"624","tBodyGyroJerk-std-Z","LAYING","10",-0.983949302758621
"625","tBodyAccMag-mean","LAYING","10",-0.956781819655172
"626","tBodyAccMag-std","LAYING","10",-0.940301654482759
"627","tGravityAccMag-mean","LAYING","10",-0.956781819655172
"628","tGravityAccMag-std","LAYING","10",-0.940301654482759
"629","tBodyAccJerkMag-mean","LAYING","10",-0.976234435172414
"630","tBodyAccJerkMag-std","LAYING","10",-0.967556980689655
"631","tBodyGyroMag-mean","LAYING","10",-0.937590998793103
"632","tBodyGyroMag-std","LAYING","10",-0.927471165517241
"633","tBodyGyroJerkMag-mean","LAYING","10",-0.970830848965517
"634","tBodyGyroJerkMag-std","LAYING","10",-0.959632931551724
"635","fBodyAcc-mean-X","LAYING","10",-0.96918420862069
"636","fBodyAcc-mean-Y","LAYING","10",-0.954341849137931
"637","fBodyAcc-mean-Z","LAYING","10",-0.964300845172414
"638","fBodyAcc-std-X","LAYING","10",-0.96796803862069
"639","fBodyAcc-std-Y","LAYING","10",-0.946229148258621
"640","fBodyAcc-std-Z","LAYING","10",-0.959813667810345
"641","fBodyAccJerk-mean-X","LAYING","10",-0.979014668793104
"642","fBodyAccJerk-mean-Y","LAYING","10",-0.968039173793103
"643","fBodyAccJerk-mean-Z","LAYING","10",-0.972592212931034
"644","fBodyAccJerk-std-X","LAYING","10",-0.978904364137931
"645","fBodyAccJerk-std-Y","LAYING","10",-0.968120692241379
"646","fBodyAccJerk-std-Z","LAYING","10",-0.978582339137931
"647","fBodyGyro-mean-X","LAYING","10",-0.953793912068965
"648","fBodyGyro-mean-Y","LAYING","10",-0.954670034482759
"649","fBodyGyro-mean-Z","LAYING","10",-0.969755777241379
"650","fBodyGyro-std-X","LAYING","10",-0.96454456637931
"651","fBodyGyro-std-Y","LAYING","10",-0.953453496551724
"652","fBodyGyro-std-Z","LAYING","10",-0.975298797068965
"653","fBodyAccMag-mean","LAYING","10",-0.950848109137931
"654","fBodyAccMag-std","LAYING","10",-0.944304974655172
"655","fBodyBodyAccJerkMag-mean","LAYING","10",-0.968561121551724
"656","fBodyBodyAccJerkMag-std","LAYING","10",-0.965377553448276
"657","fBodyBodyGyroMag-mean","LAYING","10",-0.937692642586207
"658","fBodyBodyGyroMag-std","LAYING","10",-0.933701315344828
"659","fBodyBodyGyroJerkMag-mean","LAYING","10",-0.960976821551724
"660","fBodyBodyGyroJerkMag-std","LAYING","10",-0.960772875517241
"661","tBodyAcc-mean-X","LAYING","11",0.280592970877193
"662","tBodyAcc-mean-Y","LAYING","11",-0.0176598052315789
"663","tBodyAcc-mean-Z","LAYING","11",-0.108786578070175
"664","tBodyAcc-std-X","LAYING","11",-0.98477733
"665","tBodyAcc-std-Y","LAYING","11",-0.972196873859649
"666","tBodyAcc-std-Z","LAYING","11",-0.971311176842105
"667","tGravityAcc-mean-X","LAYING","11",-0.134832031403509
"668","tGravityAcc-mean-Y","LAYING","11",0.943017941403509
"669","tGravityAcc-mean-Z","LAYING","11",0.112620189964912
"670","tGravityAcc-std-X","LAYING","11",-0.97956560245614
"671","tGravityAcc-std-Y","LAYING","11",-0.990765579649123
"672","tGravityAcc-std-Z","LAYING","11",-0.984192606315789
"673","tBodyAccJerk-mean-X","LAYING","11",0.0766645337017544
"674","tBodyAccJerk-mean-Y","LAYING","11",0.0122193853629825
"675","tBodyAccJerk-mean-Z","LAYING","11",0.00277690502070175
"676","tBodyAccJerk-std-X","LAYING","11",-0.985259108596491
"677","tBodyAccJerk-std-Y","LAYING","11",-0.972777455263158
"678","tBodyAccJerk-std-Z","LAYING","11",-0.982111784210526
"679","tBodyGyro-mean-X","LAYING","11",-0.0191743840136842
"680","tBodyGyro-mean-Y","LAYING","11",-0.041559989822807
"681","tBodyGyro-mean-Z","LAYING","11",0.152019015929825
"682","tBodyGyro-std-X","LAYING","11",-0.980836884561403
"683","tBodyGyro-std-Y","LAYING","11",-0.982442644035088
"684","tBodyGyro-std-Z","LAYING","11",-0.959897432807018
"685","tBodyGyroJerk-mean-X","LAYING","11",-0.102297501877193
"686","tBodyGyroJerk-mean-Y","LAYING","11",-0.0412391429298246
"687","tBodyGyroJerk-mean-Z","LAYING","11",-0.0666957489649123
"688","tBodyGyroJerk-std-X","LAYING","11",-0.981724838421053
"689","tBodyGyroJerk-std-Y","LAYING","11",-0.990845724736842
"690","tBodyGyroJerk-std-Z","LAYING","11",-0.986549063333333
"691","tBodyAccMag-mean","LAYING","11",-0.980621180175439
"692","tBodyAccMag-std","LAYING","11",-0.972891829473684
"693","tGravityAccMag-mean","LAYING","11",-0.980621180175439
"694","tGravityAccMag-std","LAYING","11",-0.972891829473684
"695","tBodyAccJerkMag-mean","LAYING","11",-0.983330628421053
"696","tBodyAccJerkMag-std","LAYING","11",-0.976504858596491
"697","tBodyGyroMag-mean","LAYING","11",-0.952523752105263
"698","tBodyGyroMag-std","LAYING","11",-0.954713182807018
"699","tBodyGyroJerkMag-mean","LAYING","11",-0.990641248245614
"700","tBodyGyroJerkMag-std","LAYING","11",-0.984476476666667
"701","fBodyAcc-mean-X","LAYING","11",-0.983801365614035
"702","fBodyAcc-mean-Y","LAYING","11",-0.971403935438596
"703","fBodyAcc-mean-Z","LAYING","11",-0.973576812807018
"704","fBodyAcc-std-X","LAYING","11",-0.985322211929825
"705","fBodyAcc-std-Y","LAYING","11",-0.973589287368421
"706","fBodyAcc-std-Z","LAYING","11",-0.971668077017544
"707","fBodyAccJerk-mean-X","LAYING","11",-0.984884874385965
"708","fBodyAccJerk-mean-Y","LAYING","11",-0.973882496666667
"709","fBodyAccJerk-mean-Z","LAYING","11",-0.979564844210526
"710","fBodyAccJerk-std-X","LAYING","11",-0.987122678245614
"711","fBodyAccJerk-std-Y","LAYING","11",-0.973486716315789
"712","fBodyAccJerk-std-Z","LAYING","11",-0.983302949122807
"713","fBodyGyro-mean-X","LAYING","11",-0.97618747122807
"714","fBodyGyro-mean-Y","LAYING","11",-0.982640271929825
"715","fBodyGyro-mean-Z","LAYING","11",-0.961434420701754
"716","fBodyGyro-std-X","LAYING","11",-0.982424585438596
"717","fBodyGyro-std-Y","LAYING","11",-0.982660631754386
"718","fBodyGyro-std-Z","LAYING","11",-0.963183902982456
"719","fBodyAccMag-mean","LAYING","11",-0.973994004561404
"720","fBodyAccMag-std","LAYING","11",-0.976037695614035
"721","fBodyBodyAccJerkMag-mean","LAYING","11",-0.976940774561403
"722","fBodyBodyAccJerkMag-std","LAYING","11",-0.975126531403509
"723","fBodyBodyGyroMag-mean","LAYING","11",-0.967093356491228
"724","fBodyBodyGyroMag-std","LAYING","11",-0.954849053508772
"725","fBodyBodyGyroJerkMag-mean","LAYING","11",-0.985978837192982
"726","fBodyBodyGyroJerkMag-std","LAYING","11",-0.983569468245614
"727","tBodyAcc-mean-X","LAYING","12",0.260113433
"728","tBodyAcc-mean-Y","LAYING","12",-0.0175203917146667
"729","tBodyAcc-mean-Z","LAYING","12",-0.108160125666667
"730","tBodyAcc-std-X","LAYING","12",-0.95531868
"731","tBodyAcc-std-Y","LAYING","12",-0.949072009333333
"732","tBodyAcc-std-Z","LAYING","12",-0.9483338435
"733","tGravityAcc-mean-X","LAYING","12",-0.3785920653
"734","tGravityAcc-mean-Y","LAYING","12",0.8033788345
"735","tGravityAcc-mean-Z","LAYING","12",0.2750431984
"736","tGravityAcc-std-X","LAYING","12",-0.936458309333333
"737","tGravityAcc-std-Y","LAYING","12",-0.974396492666667
"738","tGravityAcc-std-Z","LAYING","12",-0.9596439555
"739","tBodyAccJerk-mean-X","LAYING","12",0.0854295393833333
"740","tBodyAccJerk-mean-Y","LAYING","12",0.00774408308
"741","tBodyAccJerk-mean-Z","LAYING","12",-0.0043714837772
"742","tBodyAccJerk-std-X","LAYING","12",-0.969276283333333
"743","tBodyAccJerk-std-Y","LAYING","12",-0.962639526833333
"744","tBodyAccJerk-std-Z","LAYING","12",-0.970629308166667
"745","tBodyGyro-mean-X","LAYING","12",-0.0146546807316667
"746","tBodyGyro-mean-Y","LAYING","12",-0.0835537350333333
"747","tBodyGyro-mean-Z","LAYING","12",0.14519184795
"748","tBodyGyro-std-X","LAYING","12",-0.966090742
"749","tBodyGyro-std-Y","LAYING","12",-0.953873893833333
"750","tBodyGyro-std-Z","LAYING","12",-0.950157442166667
"751","tBodyGyroJerk-mean-X","LAYING","12",-0.0990402297166667
"752","tBodyGyroJerk-mean-Y","LAYING","12",-0.0410675310833333
"753","tBodyGyroJerk-mean-Z","LAYING","12",-0.0678909002816667
"754","tBodyGyroJerk-std-X","LAYING","12",-0.9671982025
"755","tBodyGyroJerk-std-Y","LAYING","12",-0.965900370833333
"756","tBodyGyroJerk-std-Z","LAYING","12",-0.969953929666667
"757","tBodyAccMag-mean","LAYING","12",-0.9482046755
"758","tBodyAccMag-std","LAYING","12",-0.936542686833333
"759","tGravityAccMag-mean","LAYING","12",-0.9482046755
"760","tGravityAccMag-std","LAYING","12",-0.936542686833333
"761","tBodyAccJerkMag-mean","LAYING","12",-0.969843834166667
"762","tBodyAccJerkMag-std","LAYING","12",-0.962580915166667
"763","tBodyGyroMag-mean","LAYING","12",-0.9308405935
"764","tBodyGyroMag-std","LAYING","12",-0.935725715833333
"765","tBodyGyroJerkMag-mean","LAYING","12",-0.971067768833333
"766","tBodyGyroJerkMag-std","LAYING","12",-0.962012018333333
"767","fBodyAcc-mean-X","LAYING","12",-0.956248487666667
"768","fBodyAcc-mean-Y","LAYING","12",-0.951265971
"769","fBodyAcc-mean-Z","LAYING","12",-0.954724801666667
"770","fBodyAcc-std-X","LAYING","12",-0.955207641833333
"771","fBodyAcc-std-Y","LAYING","12",-0.9506400405
"772","fBodyAcc-std-Z","LAYING","12",-0.948380833666667
"773","fBodyAccJerk-mean-X","LAYING","12",-0.968742758833333
"774","fBodyAccJerk-mean-Y","LAYING","12",-0.963223332
"775","fBodyAccJerk-mean-Z","LAYING","12",-0.967149695166667
"776","fBodyAccJerk-std-X","LAYING","12",-0.972820011166667
"777","fBodyAccJerk-std-Y","LAYING","12",-0.964703656833333
"778","fBodyAccJerk-std-Z","LAYING","12",-0.972713844666667
"779","fBodyGyro-mean-X","LAYING","12",-0.9566538865
"780","fBodyGyro-mean-Y","LAYING","12",-0.95256172
"781","fBodyGyro-mean-Z","LAYING","12",-0.9456732415
"782","fBodyGyro-std-X","LAYING","12",-0.969254585333333
"783","fBodyGyro-std-Y","LAYING","12",-0.955343675666667
"784","fBodyGyro-std-Z","LAYING","12",-0.956424382333333
